predictor,VarPrcIncMSE,metric,region_rf,kfold
normstorage_af,17.20551254025343,peak2z_length,Western Desert,4
p.pet_jas.previous,8.02135646561738,peak2z_length,Western Desert,4
p_mm_jas,8.63607965896761,peak2z_length,Western Desert,4
p_mm_jas.previous,8.647264236800398,peak2z_length,Western Desert,4
permave,23.35121442300803,peak2z_length,Western Desert,4
pet_mm_ond.previous,6.850480627593786,peak2z_length,Western Desert,4
slope_pct,17.32965166545759,peak2z_length,Western Desert,4
T_max_c_amj.previous,8.458182587063442,peak2z_length,Western Desert,4
T_max_c_cy.previous,13.327387688732605,peak2z_length,Western Desert,4
topwet,5.963903384651116,peak2z_length,Western Desert,4
dams_n,8.688400210991299,peak2z_length,Western Desert,5
drain_sqkm,10.050007253324742,peak2z_length,Western Desert,5
lulc_forest_prc,7.43858309176026,peak2z_length,Western Desert,5
lulc_grass_prc,6.043546257754982,peak2z_length,Western Desert,5
lulc_water_prc,7.7481552155187865,peak2z_length,Western Desert,5
lulc_wetland_prc,8.632066282007411,peak2z_length,Western Desert,5
majordams_n,14.394239441842563,peak2z_length,Western Desert,5
maxstorage_af,10.44806867111671,peak2z_length,Western Desert,5
normstorage_af,11.06834517969272,peak2z_length,Western Desert,5
p.pet_jas.previous,7.482027745043241,peak2z_length,Western Desert,5
p_mm_jas,7.290780613530076,peak2z_length,Western Desert,5
p_mm_jas.previous,8.278193449693818,peak2z_length,Western Desert,5
permave,18.992582015835808,peak2z_length,Western Desert,5
pet_mm_ond.previous,5.413465595477339,peak2z_length,Western Desert,5
slope_pct,10.045031706615148,peak2z_length,Western Desert,5
T_max_c_amj.previous,6.3937104408331376,peak2z_length,Western Desert,5
T_max_c_cy.previous,10.481112464157317,peak2z_length,Western Desert,5
topwet,12.588864115714145,peak2z_length,Western Desert,5
dams_n,9.392773275626178,peak2z_length,Eastern Forests,1
depth_bedrock_m,17.160301318108502,peak2z_length,Eastern Forests,1
drain_sqkm,24.801876984818964,peak2z_length,Eastern Forests,1
irrig_prc,15.589028087360862,peak2z_length,Eastern Forests,1
lulc_ag_prc,22.630868160123086,peak2z_length,Eastern Forests,1
lulc_dev_prc,17.697624925853386,peak2z_length,Eastern Forests,1
lulc_forest_prc,10.662017420958717,peak2z_length,Eastern Forests,1
lulc_grass_prc,12.836641412409836,peak2z_length,Eastern Forests,1
lulc_water_prc,18.774196883761476,peak2z_length,Eastern Forests,1
lulc_wetland_prc,13.459074387997761,peak2z_length,Eastern Forests,1
maxstorage_af,12.89872641846311,peak2z_length,Eastern Forests,1
normstorage_af,15.07931929148318,peak2z_length,Eastern Forests,1
p_mm_jas.previous,13.669080740451056,peak2z_length,Eastern Forests,1
porosity,9.865676224271903,peak2z_length,Eastern Forests,1
slope_pct,12.196156392921193,peak2z_length,Eastern Forests,1
storage_m,13.404855464830355,peak2z_length,Eastern Forests,1
topwet,15.198118939203148,peak2z_length,Eastern Forests,1
wuse_mm,19.30451856215131,peak2z_length,Eastern Forests,1
dams_n,9.57606371313647,peak2z_length,Eastern Forests,2
depth_bedrock_m,13.681922873920156,peak2z_length,Eastern Forests,2
drain_sqkm,22.60801242172808,peak2z_length,Eastern Forests,2
irrig_prc,9.490979808584571,peak2z_length,Eastern Forests,2
lulc_ag_prc,11.239991959790734,peak2z_length,Eastern Forests,2
lulc_dev_prc,15.459247941739116,peak2z_length,Eastern Forests,2
lulc_forest_prc,13.708390498554316,peak2z_length,Eastern Forests,2
lulc_grass_prc,15.49119462372411,peak2z_length,Eastern Forests,2
lulc_water_prc,14.181041163372072,peak2z_length,Eastern Forests,2
lulc_wetland_prc,10.984964052376528,peak2z_length,Eastern Forests,2
maxstorage_af,13.1443099614616,peak2z_length,Eastern Forests,2
normstorage_af,12.447697487453091,peak2z_length,Eastern Forests,2
p_mm_jas.previous,5.6257103887369055,peak2z_length,Eastern Forests,2
porosity,12.188362808537976,peak2z_length,Eastern Forests,2
slope_pct,7.293137589179736,peak2z_length,Eastern Forests,2
storage_m,10.261029379571406,peak2z_length,Eastern Forests,2
topwet,11.861119901338043,peak2z_length,Eastern Forests,2
wuse_mm,15.414596056326756,peak2z_length,Eastern Forests,2
dams_n,8.391799073267928,peak2z_length,Eastern Forests,3
depth_bedrock_m,12.020683174464429,peak2z_length,Eastern Forests,3
drain_sqkm,22.3442575746134,peak2z_length,Eastern Forests,3
irrig_prc,13.519228430041366,peak2z_length,Eastern Forests,3
lulc_ag_prc,12.955733258827953,peak2z_length,Eastern Forests,3
lulc_dev_prc,13.840362612826489,peak2z_length,Eastern Forests,3
lulc_forest_prc,7.580271676668746,peak2z_length,Eastern Forests,3
lulc_grass_prc,9.458400517914548,peak2z_length,Eastern Forests,3
lulc_water_prc,11.859038498024853,peak2z_length,Eastern Forests,3
lulc_wetland_prc,12.193130450931713,peak2z_length,Eastern Forests,3
maxstorage_af,10.295038229351677,peak2z_length,Eastern Forests,3
normstorage_af,13.768445623876842,peak2z_length,Eastern Forests,3
p_mm_jas.previous,9.362437403492985,peak2z_length,Eastern Forests,3
porosity,11.955274760113078,peak2z_length,Eastern Forests,3
slope_pct,8.268231844032732,peak2z_length,Eastern Forests,3
storage_m,10.040562072850788,peak2z_length,Eastern Forests,3
topwet,15.177294693748335,peak2z_length,Eastern Forests,3
wuse_mm,18.243098779165486,peak2z_length,Eastern Forests,3
dams_n,8.179344005999335,peak2z_length,Eastern Forests,4
depth_bedrock_m,13.194178127875187,peak2z_length,Eastern Forests,4
drain_sqkm,21.460236945102476,peak2z_length,Eastern Forests,4
irrig_prc,13.497860110925789,peak2z_length,Eastern Forests,4
lulc_ag_prc,15.720446059412312,peak2z_length,Eastern Forests,4
lulc_dev_prc,19.14498006208821,peak2z_length,Eastern Forests,4
lulc_forest_prc,16.49261765015023,peak2z_length,Eastern Forests,4
lulc_grass_prc,21.339278808848757,peak2z_length,Eastern Forests,4
lulc_water_prc,10.584513861420714,peak2z_length,Eastern Forests,4
lulc_wetland_prc,7.258526104454759,peak2z_length,Eastern Forests,4
maxstorage_af,10.803336876951803,peak2z_length,Eastern Forests,4
normstorage_af,15.467730058200289,peak2z_length,Eastern Forests,4
p_mm_jas.previous,9.396087665524977,peak2z_length,Eastern Forests,4
porosity,13.160271743035567,peak2z_length,Eastern Forests,4
slope_pct,8.997678373611599,peak2z_length,Eastern Forests,4
storage_m,12.51126455501832,peak2z_length,Eastern Forests,4
topwet,12.904924835703335,peak2z_length,Eastern Forests,4
wuse_mm,14.319482401464125,peak2z_length,Eastern Forests,4
dams_n,10.1671333153271,peak2z_length,Eastern Forests,5
depth_bedrock_m,11.16289777918017,peak2z_length,Eastern Forests,5
drain_sqkm,23.04530342650003,peak2z_length,Eastern Forests,5
irrig_prc,10.524527438137362,peak2z_length,Eastern Forests,5
lulc_ag_prc,10.841058849614514,peak2z_length,Eastern Forests,5
lulc_dev_prc,16.82286319420902,peak2z_length,Eastern Forests,5
lulc_forest_prc,8.357620428001287,peak2z_length,Eastern Forests,5
lulc_grass_prc,21.074672732649322,peak2z_length,Eastern Forests,5
lulc_water_prc,12.204918181292374,peak2z_length,Eastern Forests,5
lulc_wetland_prc,16.290520611654276,peak2z_length,Eastern Forests,5
maxstorage_af,13.929713871254126,peak2z_length,Eastern Forests,5
normstorage_af,10.860574020783437,peak2z_length,Eastern Forests,5
p_mm_jas.previous,5.491125290373735,peak2z_length,Eastern Forests,5
porosity,9.332402617255156,peak2z_length,Eastern Forests,5
slope_pct,10.643553133881253,peak2z_length,Eastern Forests,5
storage_m,13.280988758107464,peak2z_length,Eastern Forests,5
topwet,11.990474437676363,peak2z_length,Eastern Forests,5
wuse_mm,20.609320540993238,peak2z_length,Eastern Forests,5
depth_bedrock_m,14.691545323566645,peak2z_length,Western Mountains,1
drain_sqkm,14.844383809155289,peak2z_length,Western Mountains,1
elev_mean_m_basin,15.206522839755282,peak2z_length,Western Mountains,1
lulc_barren_prc,13.370767416796317,peak2z_length,Western Mountains,1
lulc_dev_prc,16.858912129739235,peak2z_length,Western Mountains,1
lulc_forest_prc,15.22575399107469,peak2z_length,Western Mountains,1
lulc_grass_prc,17.30903023006381,peak2z_length,Western Mountains,1
p.pet_jas,18.345504442538452,peak2z_length,Western Mountains,1
p_mm_cy.previous,14.336510895699801,peak2z_length,Western Mountains,1
p_mm_ond.previous,16.11273945276452,peak2z_length,Western Mountains,1
permave,16.68454064213829,peak2z_length,Western Mountains,1
pet_mm_jas,15.40922913997375,peak2z_length,Western Mountains,1
porosity,14.822272298250294,peak2z_length,Western Mountains,1
siltave,14.07507773816089,peak2z_length,Western Mountains,1
slope_pct,10.665073654119649,peak2z_length,Western Mountains,1
storage_m,15.150388102806481,peak2z_length,Western Mountains,1
topwet,12.166449487165533,peak2z_length,Western Mountains,1
wuse_mm,16.216925505072595,peak2z_length,Western Mountains,1
depth_bedrock_m,12.217228948606737,peak2z_length,Western Mountains,2
drain_sqkm,17.69896485826026,peak2z_length,Western Mountains,2
elev_mean_m_basin,16.64514003990767,peak2z_length,Western Mountains,2
lulc_barren_prc,16.23387877909808,peak2z_length,Western Mountains,2
lulc_dev_prc,18.000686323580734,peak2z_length,Western Mountains,2
lulc_forest_prc,19.860007530309776,peak2z_length,Western Mountains,2
lulc_grass_prc,19.44334855480831,peak2z_length,Western Mountains,2
p.pet_jas,18.22409373269289,peak2z_length,Western Mountains,2
p_mm_cy.previous,9.814277548507656,peak2z_length,Western Mountains,2
p_mm_ond.previous,17.39367890150167,peak2z_length,Western Mountains,2
permave,13.615292457550668,peak2z_length,Western Mountains,2
pet_mm_jas,18.97600667948121,peak2z_length,Western Mountains,2
porosity,11.23923620369313,peak2z_length,Western Mountains,2
siltave,13.016608264242437,peak2z_length,Western Mountains,2
slope_pct,12.845822766853505,peak2z_length,Western Mountains,2
storage_m,11.45443557701693,peak2z_length,Western Mountains,2
topwet,12.846286405889234,peak2z_length,Western Mountains,2
wuse_mm,16.366330232719296,peak2z_length,Western Mountains,2
depth_bedrock_m,13.195583725261345,peak2z_length,Western Mountains,3
drain_sqkm,13.693346101074976,peak2z_length,Western Mountains,3
elev_mean_m_basin,17.09041363288092,peak2z_length,Western Mountains,3
lulc_barren_prc,15.951663182212828,peak2z_length,Western Mountains,3
lulc_dev_prc,16.68749847626181,peak2z_length,Western Mountains,3
lulc_forest_prc,13.189853956497217,peak2z_length,Western Mountains,3
lulc_grass_prc,13.902951412264347,peak2z_length,Western Mountains,3
p.pet_jas,17.768174866872776,peak2z_length,Western Mountains,3
p_mm_cy.previous,14.119045439770293,peak2z_length,Western Mountains,3
p_mm_ond.previous,16.508298140140642,peak2z_length,Western Mountains,3
permave,15.88069012275628,peak2z_length,Western Mountains,3
pet_mm_jas,17.40710436612093,peak2z_length,Western Mountains,3
porosity,11.87868415593021,peak2z_length,Western Mountains,3
siltave,9.139644477965197,peak2z_length,Western Mountains,3
slope_pct,10.928432792408344,peak2z_length,Western Mountains,3
storage_m,12.9068999758266,peak2z_length,Western Mountains,3
topwet,12.314258298370543,peak2z_length,Western Mountains,3
wuse_mm,15.017397386983584,peak2z_length,Western Mountains,3
depth_bedrock_m,17.103394583563126,peak2z_length,Western Mountains,4
drain_sqkm,17.2872954404975,peak2z_length,Western Mountains,4
elev_mean_m_basin,13.032193275389556,peak2z_length,Western Mountains,4
lulc_barren_prc,7.979895865385714,peak2z_length,Western Mountains,4
lulc_dev_prc,16.08683580689751,peak2z_length,Western Mountains,4
lulc_forest_prc,14.136593021868118,peak2z_length,Western Mountains,4
lulc_grass_prc,18.38606607227115,peak2z_length,Western Mountains,4
p.pet_jas,20.69680845873036,peak2z_length,Western Mountains,4
p_mm_cy.previous,8.182021398665768,peak2z_length,Western Mountains,4
p_mm_ond.previous,13.63655458802833,peak2z_length,Western Mountains,4
permave,14.578807212035235,peak2z_length,Western Mountains,4
pet_mm_jas,16.774106089308173,peak2z_length,Western Mountains,4
porosity,11.343032684123303,peak2z_length,Western Mountains,4
siltave,13.789897725282167,peak2z_length,Western Mountains,4
slope_pct,13.690020426132527,peak2z_length,Western Mountains,4
storage_m,14.968261799680985,peak2z_length,Western Mountains,4
topwet,11.10213438200854,peak2z_length,Western Mountains,4
wuse_mm,15.683562800097036,peak2z_length,Western Mountains,4
depth_bedrock_m,12.296748777933997,peak2z_length,Western Mountains,5
drain_sqkm,13.279351942710484,peak2z_length,Western Mountains,5
elev_mean_m_basin,18.28745817685268,peak2z_length,Western Mountains,5
lulc_barren_prc,14.862711172453098,peak2z_length,Western Mountains,5
lulc_dev_prc,12.330798114345614,peak2z_length,Western Mountains,5
lulc_forest_prc,15.56976040418804,peak2z_length,Western Mountains,5
lulc_grass_prc,15.90850350629611,peak2z_length,Western Mountains,5
p.pet_jas,13.539730066012629,peak2z_length,Western Mountains,5
p_mm_cy.previous,11.030126279551794,peak2z_length,Western Mountains,5
p_mm_ond.previous,14.850750197228441,peak2z_length,Western Mountains,5
permave,14.030328549947589,peak2z_length,Western Mountains,5
pet_mm_jas,14.198482589647101,peak2z_length,Western Mountains,5
porosity,11.78538220694347,peak2z_length,Western Mountains,5
siltave,15.64351293479211,peak2z_length,Western Mountains,5
slope_pct,11.80522718976076,peak2z_length,Western Mountains,5
storage_m,12.81749202858332,peak2z_length,Western Mountains,5
topwet,9.528673059375263,peak2z_length,Western Mountains,5
wuse_mm,16.645875288912634,peak2z_length,Western Mountains,5
